id_kursus,judul,link,penyelenggara,kategori,instruktor,level,rating,biaya,deskripsi
90,Basic of Data Visualization,https://myskill.id/course/basic-data-visualization,Myskill,Data Science & Data Analysis,Anugrah Rusdianto ,,4.48,Berbayar,"Materi kali ini berkisar pada pengertian Visualisasi Data, Distribusi hitrogram & line chart, jeni Komposisi Relasi, dan pengertian Komparasi & metode Geospatial data."
91,Data Visualization Practice,https://myskill.id/course/data-visualization-practice,Myskill,Data Science & Data Analysis,Anugrah Rusdianto ,,4.41,Berbayar,"Materi ini masih dalam rangkaian basic data visualization. Di materi kali ini akan disajikan latihan penggunaan metode visualisasi data, komparasi, relasi dan gespatial data."
92,Data Communication,https://myskill.id/course/data-communication,Myskill,Data Science & Data Analysis,Rizki Teguh Kurniawan,,4.62,Berbayar,"Menjadi data analys tidak sampai pada mencari dan mengolah data, ada step berikutnya setelah data tersedia. Data yang sudah diterangkan secara visual harus dapat dikomunikasikan agar sampai ke audiens. Dalam materi ini kamu akan membahas tentang membuat narasi, jenis-jenis audiens, mengarahkan fokus audiens, melibatkan audiens, dan Business Intelligence System"
93,Project: Prediction Model,https://myskill.id/course/prediction-model-use-case,Myskill,Data Science & Data Analysis,Iffatabiyan Habibilhafizh Alhisyam,,4.65,Berbayar,"Video pembelajaran praktik pemodelan prediksi dalam analisis data memberikan panduan langkah-demi-langkah tentang pengembangan model prediksi. Mulai dari pengumpulan data hingga evaluasi hasil, video ini membantu peserta memahami dan mengaplikasikan algoritma untuk memprediksi data masa depan dalam konteks analisis data."
94,Project: Clustering Model,https://myskill.id/course/clustering-model-use-case,Myskill,Data Science & Data Analysis,Iffatabiyan Habibilhafizh Alhisyam,,4.61,Berbayar,"Video pembelajaran praktik pemodelan klastering dalam analisis data menyajikan proses pengelompokan data berdasarkan kesamaan karakteristik. Peserta belajar bagaimana menerapkan algoritma klastering, seperti K-Means, untuk mengidentifikasi pola dan segmen data. Ini membantu dalam pengambilan keputusan dan pemahaman yang lebih dalam tentang data dalam analisis data."
95,Database Introduction,https://myskill.id/course/database-introduction,Myskill,Data Science & Data Analysis,Rizki Basuki,,4.56,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada pengenalan dasar mengenai Database. Nantinya kamu juga akan belajar mengenai bagaimana mengatur data di database serta memasang MySQL!"
96,Data Preparation in Database,https://myskill.id/course/data-preparation,Myskill,Data Science & Data Analysis,Rizki Basuki,,4.5,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada pengenalan dasar mengenai Database part kedua. Nantinya kamu juga akan belajar mengenai entity relationship diagram, entitas dan atribut serta DBMS dan aplikasi!"
97,Table Creating and Manipulation,https://myskill.id/course/table-creating-and-manipulation,Myskill,Data Science & Data Analysis,Rizki Basuki,,4.56,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada bagaimana cara membuat dan manipulasi tabel. Nantinya kamu juga akan belajar mengenai tabel dan tipe data, membuat dan menyimpan data di database serta akan ada ada sesi demontrasi di akhir sesi!"
98,Relationship and Alter Table,https://myskill.id/course/relationship-alter-table,Myskill,Data Science & Data Analysis,Rizki Basuki,,4.57,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada tipe-tipe relationship dan pengenalan alter table. Nantinya kamu juga akan belajar mengenai primary key and foreign key serta alter table!"
99,Basic SQL,https://myskill.id/course/basic-sql,Myskill,Data Science & Data Analysis,Rizki Basuki,,4.6,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada intruksi dasar SQL. Nantinya kamu juga akan belajar mengenai operator logika dan akan ada sesi demostrasi di akhir!"
100,SQL Advance: Group By & Agregat,https://myskill.id/course/groupby-and-aggregate-function,Myskill,Data Science & Data Analysis,Rizki Basuki,,4.59,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada fungsi agregat. Nantinya kamu juga akan belajar mengenai penggunaan WHERE dan akan ada sesi demostrasi di akhir!"
101,SQL Joins,https://myskill.id/course/sql-joins,Myskill,Data Science & Data Analysis,Kevin Adinata,,4.26,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada SQL Joins. Nantinya kamu juga akan belajar mengenai fungsi Join, hubungan join vs subquery dan akan ada sesi demonstrasi di akhir!"
102,SQL String and Date Function,https://myskill.id/course/sql-string-and-date-function,Myskill,Data Science & Data Analysis,Kevin Adinata,,4.35,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada String and Date Functions. Nantinya kamu juga akan belajar mengenai pemahaman awal fungsi SQL string, date function dan akan ada sesi demonstrasi di akhir!"
103,Subquery and Common Table Expression,https://myskill.id/course/subquery-common-table-expression,Myskill,Data Science & Data Analysis,Kevin Adinata,,4.17,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada Fungsi subquery dan CTE. Nantinya kamu juga akan belajar mengenai pengenalan dasar mengenai CTE, subquery dan akan ada sesi demonstrasi di akhir sesi!"
104,SQL Keyword,https://myskill.id/course/sql-keyword,Myskill,Data Science & Data Analysis,Kevin Adinata,,4.34,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada Fungsi subquery dan CTE. Nantinya kamu juga akan belajar mengenai pengenalan dasar mengenai CTE, subquery dan akan ada sesi demonstrasi di akhir sesi!"
105,Stored Procedure,https://myskill.id/course/stored-procedure,Myskill,Data Science & Data Analysis,Rizki Basuki,,4.59,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada stored produce. Selain itu, akan dijelaskan juga mengenai keuntungan dari stored produce. Di akhir sesi akan ada sesi demonstrasi agar lebih paham dengan materi ini."
106,Case Study: Implementing SQL,https://myskill.id/course/implementing-sql,Myskill,Data Science & Data Analysis,Rizki Basuki,,4.62,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada penggunaan SQL menggunakan data real. Nantinya kamu juga akan belajar mengenai WHERE, fungsi agregat, CTE, subquery, dan stored procedure."
107,Data Science Introduction,https://myskill.id/course/data-science-introduction,Myskill,Data Science & Data Analysis,Alifian Mahardhika Maulana,,4.63,Berbayar,"Materi ini akan membuat kamu mempelajari konsep dasar mengenai data science, data engineer, dan data analyst. Kamu akan dapat membedakan workflow seorang data scientist, data engineer, dan data analyst ketika kamu selesai mempelajari materi ini. Kamu juga akan dapat memahami perbedaan tentang workflow dan workload yang dibebankan kepada seseorang yang bekerja pada bidang Data Science."
108,"Kaggle, GitHub, Kedro",https://myskill.id/course/kaggle-github-kedro,Myskill,Data Science & Data Analysis,Alifian Mahardhika Maulana,,4.57,Berbayar,"Kamu akan diajak untuk mengenal kaggle, mengenal github, dan mengenal kedro secara luas pada materi ini. Materi akan membuat kamu belajar dari mulai dari mengunduh dataset dan menjalankan notebook menggunakan kaggle. Kamu juga akan diajak untuk melihat keutamaan penggunaan github. Nantinya kamu akan mengenal catalog, nodes, pipeline dan pipeline registry setelah kamu mempelajari materi ini."
109,Statistics Introduction,https://myskill.id/course/statistics-introduction,Myskill,Data Science & Data Analysis,Nouval Habibie,,4.61,Berbayar,"Pada materi ini, kita akan berkenalan dengan statistika. Kita akan belajar menganai populasi dan sampel dan memahami cara pengambilan sampel. Setelah mempelaajari materi ini, peserta dapat menentukan populasi dan sampel serta pengambilan sampel dengan tepat."
110,Descriptive Analysis,https://myskill.id/course/descriptive-analyst,Myskill,Data Science & Data Analysis,Nouval Habibie,,4.52,Berbayar,"Pada materi ini, kita akan mempelajari statistika deskriptif. Kita akan belajar menganai tipe data, tendensi pemusatan, tendensi penyebaran, dan outliers. Setelah mempelaajari materi ini, peserta dapat praktik Outliers, Boxplot, Histogram."
111,Data Visualization,https://myskill.id/course/data-visualization,Myskill,Data Science & Data Analysis,Nouval Habibie,,4.56,Berbayar,"Pada materi ini, kita akan mempelajari visualisasi data. Kita akan belajar menganai Pengantar data visualisasi, Pemilihan grafik yang Sesuai, dan akan ada beberapa tips tentang visualisasi data. Setelah mempelaajari materi ini, peserta dapat memilih uji yang tepat disesuaikan dengan data yang dimilikinya."
112,Probability and Distribution,https://myskill.id/course/probability-distribution,Myskill,Data Science & Data Analysis,Nouval Habibie,,4.55,Berbayar,"Pada materi ini, kita akan mempelajari peluang dan distribusi. Kita akan belajar menganai peluang, distribusi diskret, distribusi kontinu. Setelah mempelaajari materi ini, peserta dapat menggunakan distribusi yang sesuai dengan data yang dimiliki."
113,Hypothesis Testing,https://myskill.id/course/hypothesis-testing,Myskill,Data Science & Data Analysis,Nouval Habibie,,4.44,Berbayar,"Pada materi ini, kita akan mempelajari tentang uji hipotesis. Kita akan belajar mengenai Pengantar Uji Hipotesis, Uji Perbedaan Rerata, dan Uji Perbedaan Proporsi. Setelah mempelaajari materi ini, peserta dapat memvisualisasikan data dengan grafik yang sesuai."
114,Correlation Analysis,https://myskill.id/course/correlation-analysis-data-science,Myskill,Data Science & Data Analysis,Nouval Habibie,,4.58,Berbayar,"Pada materi ini, kita akan mempelajari tentang analisis korelasi. Kita akan belajar mengenai Pengantar analisis korelasi dan korelasi pearson. Setelah mempelajari materi ini, peserta dapat mempraktikan korelasi secara langsung."
115,Introduction to Data Preprocessing,https://myskill.id/course/data-preprocessing,Myskill,Data Science & Data Analysis,Nouval Habibie,,4.55,Berbayar,"Pada materi ini, kita akan mempelajari tentang praproses data. Kita akan belajar mengenai Pengantar praproses data, Membersihkan data (data cleaning), dan Mentransformasi data (transforming). Setelah mempelajari materi ini, peserta dapat menginput data, mengatasi data yang hilang, praktik feature engineering, dan mengubah bentuk tabel."
116,Introduction to Machine Learning,https://myskill.id/course/machine-learning,Myskill,Data Science & Data Analysis,Nouval Habibie,,4.54,Berbayar,"Pada materi ini, kita akan mempelajari tentang pengantar machine learning. Kita akan belajar mengenai Pengantar machine learning serta Supervised machine learning: Regression dan classification. Setelah mempelajari materi ini, peserta dapat praktik regresi dan klasifikasi."
117,Introduction and Installation,https://myskill.id/course/python-introduction-and-installation,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.57,Berbayar,"Materi ini berfokus pada pengenalan Python. Akan dibahas lebih detail mengenai syntax pada python, common python data structure, dan conditional statement. Selain itu, akan dipelajari pula mengenai looping dan function."
118,Function in Python,https://myskill.id/course/function-in-python,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.57,Berbayar,"Materi ini berfokus pada fungsi-fungsi dalam python. Materi yang dibahas seperti function argument, python recursion, dan anonymous function. Pada akhir sesi, akan dibahas pula mengenai global, local, and non-local variable."
119,Data Structure in Python,https://myskill.id/course/data-structure-in-python,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.51,Berbayar,"Materi ini membahas mengenai pengenalan data structure dalam python. Selain itu, dibahas pula mengenai linked list, stack,queue, dan graph. Di akhir sesi, akan dibahas pula mengenai hashmaps dalam python."
120,String in Python,https://myskill.id/course/string-in-python,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.53,Berbayar,"Materi ini berfokus pada pengenalan String dalam python. Selain itu, akan dipaparkan pula mengenai akses karakter dalam string, delete dan update string, serta escape sequence dalam python. Di akhir sesi akan dijelaskan mengenai formatting string."
121,Regular Expression Python,https://myskill.id/course/regular-expression-python,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.46,Berbayar,"Materi ini akan membahas mengenai pengenalan regular expression. Selain itu, akan dibahas pula mengenai metacharacter dan RegEx module. Di akhir sesi akan dibahas juga mengenai Match Object."
122,"Search, Match and Find All",https://myskill.id/course/search-match-and-find-all,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.52,Berbayar,"Materi ini berfokus pada search, match dan find all pada regular expression. Seperti mencari occurance pada sebuah pattern. matching pattern dengan teks, dan menemukan semua occurances dari sebuah pattern. Di akhir sesi akan dibahas juga mengenai re. VERBOSE"
123,Regular Advance Expression,https://myskill.id/course/regular-advance-expression,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.51,Berbayar,"Materi ini membahas mengenai materi regular expression python yang lebih detail dan mendalam. Akan ada review introduction terlebih dahulu kemudian lanjut membahas mengenai menemukan all matched substring occurence, dan alternation (substitute). Selain itu, dibahas pula mengenai splitting string dengan dan tanpa RegEx serta search dan replace sengan sub()."
124,List Fundamental in Python,https://myskill.id/course/list-fundamental-in-python,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.59,Berbayar,Materi ini membahas mengenai list fundamental pada python. Selain itu akan dibahas juga mengenai modifikasi list dan juga overall methods pada list.
125,All About Dictionary Python,https://myskill.id/course/all-about-dictionary-python,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.56,Berbayar,Materi ini membahas pengenalan pada dictionary dalam python. Dibahas pula mengenai restriction pada dictionary dan metode pada dictionary.
126,Object Oriented Programming,https://myskill.id/course/object-oriented-programming,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.43,Berbayar,"Materi ini membahas tentang object oriented programming atau disingkat OOP. Akan dibahas detail mengenai class, object, dan inheritance. Selain itu dibahas pula mengenai polymorphism dan encapsulation."
127,Intro to Pandas,https://myskill.id/course/intro-to-pandas,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.59,Berbayar,"Di pembelajaran kali ini, kita akan belajar untuk berkenalan dengan Pandas, memahami Pandas series, dan juga Pandas input/output"
128,Data Visualization Matplotlib,https://myskill.id/course/data-visualization-matplotlib,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.59,Berbayar,"Di pembelajaran ini, kita akan mulai mempelajari tentang data visualization, matplotlib, dan pyplot"
129,"Indexing, Slicing, Filtering, and Shorting",https://myskill.id/course/indexing-slicing-filtering-and-shorting,Myskill,Data Science & Data Analysis,Nouval Habiebie,,4.62,Berbayar,"Di materi ini, kita akan mempelajari beberapa hal di Pandas terutama untuk bagian basic, yakni indexing, slicing, filtering, and shorting"
130,Dataframe Merge,https://myskill.id/course/dataframe-merge,Myskill,Data Science & Data Analysis,Nouval Habiebie,,4.5,Berbayar,"Outline yang akan kita bahas di pembelajaran kali ini adalah membahas mengenai append, concat, dan table join."
131,Feature Extraction,https://myskill.id/course/feature-extraction,Myskill,Data Science & Data Analysis,Nouval Habiebie,,4.51,Berbayar,"Pada pembelajaran kali ini kita akan mempelajari mengenai feature extraction yang meliputi math operation, creating new columns, dan change values"
132,Feature Engineering,https://myskill.id/course/feature-engineering,Myskill,Data Science & Data Analysis,Nouval Habiebie,,4.51,Berbayar,"Pada kali ini kita akan mempelajari tentang feature engineering yang meliputi transformasi data, standardisasi data, dan akan membahas encoding"
133,Dataframe Aggregate,https://myskill.id/course/dataframe-aggregate,Myskill,Data Science & Data Analysis,Nouval Habiebie,,4.54,Berbayar,"Pada pembelajaran ini, kita akan mempelajari mengenai grouping dan juga mengenai aggregate function."
134,Table Reshaping,https://myskill.id/course/table-reshaping,Myskill,Data Science & Data Analysis,Nouval Habiebie,,4.58,Berbayar,"Pada kali ini kita akan belajar mengenai table reshaping meliputi table format, transpose dan cross tabulation, serta pivoting dan melting"
135,Datetime,https://myskill.id/course/datetime,Myskill,Data Science & Data Analysis,Nouval Habiebie,,4.58,Berbayar,"Pada pembelajaran kali ini kita akan mempelajari tentang datetime format, timedelta, dan zona waktu."
136,Pandas Datetime,https://myskill.id/course/pandas-datetime,Myskill,Data Science & Data Analysis,Nouval Habiebie,,4.54,Berbayar,"Pada pembelajaran kali ini, kita akan mempelajari mengenai Pandas datetime, Pandas timedelta, dan window function."
137,Data Visualization Type,https://myskill.id/course/data-visualization-type,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.64,Berbayar,"Pada video ini akan dibahas secara lebih mendetail mengenai point-point penting dalam data visualization yaitu muali dari Line Plot, Bar Chart, Histogram, Scatterplot, dan Pie Chart."
138,Data Visualization Seaborn,https://myskill.id/course/data-visualization-seaborn,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.57,Berbayar,"Dalam video ini akan dibahas mengenai beberapa point pembelajaran penting tentang data visualization using seaborn, mulai dari saeborn, costumize plot in seaborn, coloring palette in seaborn, multiple plot in seaborn, sampai dengan other type of plot in seaborn."
139,Data Visualization Bokeh,https://myskill.id/course/data-visualization-bokeh,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.53,Berbayar,"Dalam video ini akan dibahas mengenai segala hal tentang data visualization using bokeh, mulai dari perkenalan bokeh itu sendiri, defferent type of plots and shapes, getting start, legenda, annotation, multiple in bokeh, dan interactive data visualization."
140,Data Visualization Plotly,https://myskill.id/course/data-visualization-plotly,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.48,Berbayar,"Video ini akan banyak membahas mengenai ploty, mulai dari introduction sampai dengan different type in ploty dan adding interaction."
141,Study Case : Finance,https://myskill.id/course/study-case-finance,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.55,Berbayar,"Pada video ini akan dibahas mengenai analisis finansial dari stock price movement. Akan dibahas secara detail dan praktikal pula mengenai general statistics, general variation dalam stock price, day-to-day daily percentage, dan trend analysis. Selain itu, dijabarkan pula mengenai daily return and volume, joint plot, dan volality analysis."
142,Transaction Classification of Fraud and Non Fraud,https://myskill.id/course/transaction-classification-of-fraud-and-non-fraud,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.48,Berbayar,"Pada video ini akan dibahas mengenai exploratory data analysis. Selain itu, akan dijelaskan pula mengenai splitting dan model building serta evaluation model. Tiap subbab memiliki praktik masing-masing."
143,Data Science Projects - Data Analysis & Machine Learning,https://www.udemy.com/course/data-science-projects-3/,Udemy,Data Science & Data Analysis,Onur Baltacı,,4.6,Gratis,Learn how to do a Data Science projectLearn how to apply Machine Learning AlgorithmsLearn performing Data Analysis and Feature EngineeringLearn how to analyze the model performances
144,Metodologi Penelitian untuk Pemula,https://www.udemy.com/course/research-methodology/,Udemy,Data Science & Data Analysis,Bina Nusantara University,,4.5,Gratis,Student dapat menjelaskan konsep dalam metodologi penelitianStudent dapat mengidentifikasi langkah-langkah dalam metodologi penelitianStudent dapat mendemonstrasikan NVivo 12Student dapat menerapkan materi yang diperoleh kedalam penelitian langsung
145,UCI Data Preprocessing and Exploratory Data Analysis,https://www.udemy.com/course/uci-data-preprocessing-and-exploratory-data-analysis/,Udemy,Data Science & Data Analysis,Akhil Vydyula,,5.0,Gratis,"To create a powerful business vision that will motivate you to succeed.Setup and configuration of GitHub Copilot with popular programming languagesTo find solutions for any potential obstacles and threats that can keep you from succeedingYou will understand how to evaluate Bard’s responses and check them for accuracy, quality, and relevance using Google Search or other sources"
146,"Data Science, Machine Learning, Data Analysis, Python & R",https://www.udemy.com/course/data-science-machine-learning-data-analysis-python-r/,Udemy,Data Science & Data Analysis,DATAhill Solutions Srinivas Reddy,,3.7,Gratis,What is Data ScienceArtificial Intelligence vs Machine Learning vs Deep LearningData Analysis using Python and RData Visualization using Python and RData Loading using Python and R
147,Basics of Plotly for Data Analysis & Data Science,https://www.udemy.com/course/plotly_real_world_projects_for_data-analysis_data-science/,Udemy,Data Science & Data Analysis,Shan Singh,,4.7,Gratis,"Learn about Essentials of Plotly to create plots like Bar Charts, Line Charts, Scatter Plots, Histogram ,distribution plots , and more!How to Create Layouts with Plotly's Dash library.How to Deploy your interactive dashboardsLearn styling in Plotly"
148,Basics of Numpy for Data Analysis & Data Science,https://www.udemy.com/course/numpy_real_world_projects_for-data-analysis_data-science/,Udemy,Data Science & Data Analysis,Shan Singh,,4.6,Gratis,"Master the essentials of NumPy  , one of the Python's most powerful data analysis packagesUnderstand and code using the Numpy PythonLearn to modify and reshape matrices to your advantage.Learn basic functionality like calculating means, and finding max/min values."
149,Statistics and data literacy for non-statisticians,https://www.udemy.com/course/statistics-literacy-for-non-statisticians/,Udemy,Data Science & Data Analysis,Mike X Cohen,,4.7,Gratis,Important terms in statisticsOverviews of the most important statistical methods
150,Basics of Seaborn for Data Analysis & Data Science,https://www.udemy.com/course/seaborn_real_world_projects_for_data-analysis-data-science/,Udemy,Data Science & Data Analysis,Shan Singh,,4.3,Gratis,"Learn about Essentials of seaborn to create plots like Bar Charts, Line Charts, Scatter Plots, Histogram ,distribution plots , and more!How to update Layouts with seabornLearn styling in seabornLearn basic functionality when to use seaborn"
151,Analisis Bisnis untuk Pemula : Metode Statistik,https://www.udemy.com/course/business-statistic-ii/,Udemy,Data Science & Data Analysis,Bina Nusantara University,,4.6,Gratis,Student dapat memahami dan menerapkan metode statistic dalam latihan yang diberikan
152,Basics of Matplotlib for Data Analysis & Data Science,https://www.udemy.com/course/matplotlib_real_world_projects_data-analysis-data-science/,Udemy,Data Science & Data Analysis,Shan Singh,,4.4,Gratis,"Learn about Essentials of matplotlib to create plots like Bar Charts, Line Charts, Scatter Plots, Histogram ,distribution plots , and more!How to customize matplotlib plotsLearn basic functionality when & where to use matplotlibLearnbasic styling of matplotlib"
153,Basics of Pandas for Data Analysis & Data Science,https://www.udemy.com/course/pandas_real_world-projects_data-analysis-data-science/,Udemy,Data Science & Data Analysis,Shan Singh,,4.4,Gratis,"Learn about Essentials of Pandas to manipulate , clean & visualise dataLearn Frequent used methods and attributes across numerous pandas objectsLearn to use Pandas for Data AnalysisLearn how to code in Jupyter Notebook"
154,Data Analysis with Excel and Power BI,https://www.udemy.com/course/dataanalysiswithexcelandpbi/,Udemy,Data Science & Data Analysis,Biswarup Sahu,,4.2,Gratis,"Apply Advance Excel Functions.Good understanding on functions like Forecast, Look Ups, Pivot Tables and Charts.Connect Excel with Power BI to get automatic updates in Power BI.Make interactive dashboard using Power BI."
155,Master Data Analysis with Python - Intro to Pandas,https://www.udemy.com/course/master-data-analysis-with-python-intro-to-pandas-2022/,Udemy,Data Science & Data Analysis,Ted Petrou,,4.7,Gratis,"Best practices from pandas expert Ted Petrou author of Master Data Analysis with PythonIntroduction to the pandas DataFrame and SeriesUnderstanding the different data types available within a DataFrameAccessing the DataFrame components - the index, columns, and valuesSetting a meaningful index in a DataFrameCompleting a five-step process for data exploration"
156,Pengantar Analisis Data untuk Memecahkan Masalah Kualitas,https://www.udemy.com/course/introduction-to-data-analysis-for-solving-quality-problems/,Udemy,Data Science & Data Analysis,Taman Belajar,,4.8,Gratis,"Mampu menjelaskan konsep dasar analisis data untuk perbaikan proses dan produkMampu menjelaskan pemahaman dasar klasifikasi data dan skala pengukuranMelakukan metode dasar untuk mendeskripsikan variasiMelakukan metode dasar menggunakan pengendalian proses statistik, dan melakukan analisis kemampuan"
157,Python for Data Analysis,https://www.udemy.com/course/smnr004-python-for-data-analysis/,Udemy,Data Science & Data Analysis,Bob Wakefield,,4.0,Gratis,"You will learn the most commonly used tools for data analysis with python including JupyterLab, Numpy and Pandas.You will learn to create visualizations from your data using Matplotlib and Seaborn."
158,SQL for Data Analysis: Solving real-world problems with data,https://www.udemy.com/course/sql-for-real-world-data-analysis/,Udemy,Data Science & Data Analysis,Max SQL,,4.5,Gratis,"The most important SQL to get you job ready fast.To apply SQL to solve real-world business problems.Excellent skills in handling, joining, and summarizing data.How a realistic relational database works (using never seen before data).To set up an analysis and solve problems from start to finish using SQL.And how to decide which animals to see when you visit Australia ;)"
159,Fundamentals Data Analysis & Decision Making Models - Theory,https://www.udemy.com/course/data-analysis-decision-making-model-dashboards-using-excel/,Udemy,Data Science & Data Analysis,Manish Gupta,,4.0,Gratis,"After this course you should be able to handle the big data and draw conclusions out of it.You will be able to present data in form of beautiful interactive dashboard.You will Master Pivot Table, Charts, Slicer and Forecasting Techniques in Excel"
160,SQL Mastery & Data Analysis - A Teaser,https://www.udemy.com/course/sqlmonkey/,Udemy,Data Science & Data Analysis,Maverick Learning,,3.7,Gratis,"This is a Teaser for my upcoming Course on SQL Mastery & Data Analysis Course. I might call it 'Monkeying to SQL Mastery & Data Analysis' !With the sample lectures, you will be able to actually START querying and writing your own BASIC Sql statements !.You will understand my Key Goals & Objectives of my upcoming course.You will understand various Topics and the Methodology I follow in the main course.Few Sample Lectures are Included."
161,Python 101 - For Data Analysis,https://www.udemy.com/course/python-101-for-data-analysis/,Udemy,Data Science & Data Analysis,Alexander Shafe,,3.9,Gratis,Data Exploration & Manipulation using PythonData RelationshipsData TypesFunctionsSlicingCreate an Interactive Bill Payment System - Project
162,ChatGPT for Data Analysis,https://www.udemy.com/course/chatgpt-for-data-analysis/,Udemy,Data Science & Data Analysis,Larry G,,4.4,Gratis,"ChatGPT Proficiency: Students will become proficient in using ChatGPT as a powerful tool for data analysisData Analysis Skills: Learners will develop essential data analysis skills, including the ability to perform natural language queries on datasetsAdvanced Data Applications: Students will explore advanced applications of ChatGPT in predictive analytics, natural language processing tasksEthical Data Usage: This course will instill ethical considerations and best practices in students, ensuring they use ChatGPT responsibly"
163,Fundamentals of Graphic Design,https://www.coursera.org/learn/fundamentals-of-graphic-design,Coursera,Graphic Design,Michael Worthington,,4.8,Berbayar,"Desain Grafis ada di sekitar kita! Kata-kata dan gambar-blok bangunan desain grafis-adalah elemen yang membawa sebagian besar konten di dunia digital dan dunia cetak. Melalui contoh-contoh visual, kursus ini akan mengajarkan Anda prinsip-prinsip dasar desain grafis: pembuatan gambar, tipografi, komposisi, bekerja dengan warna dan bentuk ... keterampilan dasar yang umum di semua bidang praktik desain grafis. Saya tidak hanya ingin Anda menonton video seseorang yang berbicara tentang desain, saya ingin Anda MEMBUAT desain! Jika Anda ingin menjadi seorang desainer, Anda harus menjadi seorang pembuat dan komunikator, jadi kursus ini akan menawarkan banyak kesempatan untuk mengotori tangan Anda dengan latihan dan dengan proyek-proyek yang lebih praktis. Pada akhir kursus ini, Anda akan belajar cara mengeksplorasi dan menyelidiki representasi visual melalui berbagai teknik pembuatan gambar; memahami prinsip-prinsip dasar bekerja dengan bentuk, warna, dan pola; terpapar pada bahasa dan keterampilan tipografi; serta memahami dan menerapkan prinsip-prinsip komposisi dan kontras visual. Jika Anda menyelesaikan kursus ini, bersama dengan brief opsional (tetapi sangat disarankan), Anda akan memiliki seperangkat keterampilan desain grafis inti yang dapat Anda terapkan pada proyek Anda sendiri, atau untuk menyelidiki lebih dalam bidang khusus desain grafis. Untuk berhasil dalam kursus ini, Anda memerlukan akses ke komputer. Anda dapat menyelesaikan kursus ini tanpa komputer, tetapi akan lebih sulit. Akses ke, dan pengetahuan tingkat pemula tentang program Adobe Creative Suite, seperti Illustrator, Photoshop, dan InDesign akan membantu Anda, terutama jika Anda ingin menyelesaikan brief opsional."
164,Graphic Design,https://www.coursera.org/learn/presentation-design,Coursera,Graphic Design,David Underwood,,4.8,Berbayar,"Selamat datang di Desain Grafis, mata kuliah kedua dalam Spesialisasi Komunikasi Efektif. Lebih dari 70 perusahaan telah memberikan spesialisasi ini kepada karyawan mereka sebagai sumber daya untuk pengembangan profesional internal. Mengapa? Karena perusahaan tahu bahwa komunikasi visual yang efektif adalah kunci untuk menarik audiens, membangun hubungan, dan menutup penjualan. Kursus praktis ini memberi Anda alat untuk membuat PowerPoint, laporan, resume, dan presentasi yang terlihat profesional. Dengan menggunakan serangkaian praktik terbaik yang disempurnakan melalui pengalaman bertahun-tahun, Anda akan:"
165,The Language of Design: Form and Meaning,https://www.coursera.org/learn/design-language,Coursera,Graphic Design,Yasmin Khan Gibson,,4.6,Gratis,"Dalam kursus ini, kritik didefinisikan sebagai analisis objektif yang mendetail dan objektif terhadap sebuah karya desain grafis dan keefektifannya. Kritik adalah bagian integral dari proses pembuatan desain bagi para desainer: bukan hanya bagaimana kita menentukan apakah sebuah karya desain berhasil atau tidak, tetapi juga bagaimana kita memajukan pekerjaan kita. Kritik juga merupakan tempat di mana suara dan pendapat lain dapat dibawa ke dalam proses desain."
